function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K16422	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	130.4717	3.2264	0.0000	47.8309	hmo, nocN; 4-hydroxymandelate oxidase [EC:1.1.3.46]
K16507	5.1272	0.0000	504.1582	817.9548	83.4081	737.1939	487.7320	0.0000	243.2994	0.0000	0.0000	0.0000	3.6314	417.0870	0.0000	DCHS1_2, PCDH16_23; protocadherin-16/23
K16513	0.0000	0.0000	0.0000	0.0000	41.0821	0.0000	0.0000	0.0000	208.5535	0.0000	0.0000	0.0000	0.0000	764.2621	0.0000	NOS1AP, CAPON; carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
K16514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5726	galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]
K16515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.9671	galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]
K16555	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.3023	0.0000	0.0000	6.4403	exoO; succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]
K16556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.1000	0.0000	0.0000	4.4359	exoM; succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]
K16557	13.4960	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5743	3.3912	0.0000	4.7797	exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]
K16558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3263	0.0000	0.0000	4.1095	exoL; succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]
K16563	4.8018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7045	0.0000	0.0000	1.8423	exoV; succinoglycan biosynthesis protein ExoV
K16564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.1656	3.4015	0.0000	4.2615	exoU; succinoglycan biosynthesis protein ExoU [EC:2.4.-.-]
K16566	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.4822	0.0000	0.0000	4.5016	exoY; exopolysaccharide production protein ExoY
K16619	3.7539	0.0000	10.1126	0.0000	12.2972	0.0000	50.3573	824.0247	0.0000	0.0000	438.6711	16.4915	554.6352	24.5108	6.8690	plc, cpa; phospholipase C / alpha-toxin [EC:3.1.4.3]
K16620	0.0000	0.0000	19.6982	0.0000	0.0000	484.5024	24.5225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	127.3177	0.0000	-
K16621	9.1440	0.0000	73.8982	68.4842	59.9079	0.0000	86.3427	0.0000	0.0000	0.0000	2.0931	1.0300	0.0000	185.8906	0.0000	BMP7; bone morphogenetic protein 7
K16628	0.0000	0.0000	1398.2286	476.6183	42.5069	206.3476	348.1350	0.0000	215.7866	0.0000	0.0000	0.0000	0.0000	508.3510	0.0000	COL7A; collagen, type VII, alpha
K16647	28.2936	187.6361	10.3197	0.0000	0.0000	9.0421	11.4414	39.3059	14.5484	132.9618	2.8150	18.6974	65.1509	0.0000	35.2422	aftC; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]
K16648	133.3216	243.8958	3.1529	0.0000	23.2629	0.0000	3.9592	11.7434	98.7243	394.3464	5.8647	16.0931	56.7970	0.0000	45.4633	aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]
K16649	183.2265	220.5804	0.0000	0.0000	8.1527	0.0000	16.6927	20.0975	87.4980	429.6934	6.1573	45.9933	40.8726	0.0000	44.0863	glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]
K16650	315.9079	351.4306	0.0000	0.0000	7.2773	0.0000	0.0000	14.5659	200.3848	503.7603	2.3112	16.6289	35.5438	4.8279	93.5918	glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]
K16651	51.6649	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	65.5032	0.0000	0.0000	0.0000	0.0000	3.8812	0.0000	17.7462	pduX; L-threonine kinase [EC:2.7.1.177]
K16681	4.2800	0.0000	532.5791	444.3604	130.9958	711.9218	560.3142	0.0000	229.1527	0.0000	0.0000	0.0000	0.0000	443.3538	0.0000	CRB; protein crumbs
K16692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9702	0.0000	0.0000	106.7791	7.4237	60.5475	0.0000	0.0608	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
K16703	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.2996	0.0000	306.6310	7.0472	124.8363	0.0000	0.2172	wcaL, amsK; colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]
K16704	0.0000	0.0000	17.0348	0.0000	0.0000	0.0000	21.2068	0.0000	9.2312	0.0000	506.9052	9.7380	150.5542	41.2886	0.7829	rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]
K16710	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	103.0149	0.0000	0.0000	343.3457	8.3683	111.2594	0.0000	0.2070	wcaK, amsJ; colanic acid/amylovoran biosynthesis protein
K16783	277.4357	39.5087	0.0000	0.0000	0.0000	0.0000	0.0000	6.9571	0.0000	21.0015	0.8288	17.1702	27.2751	0.0000	112.9998	bioN; biotin transport system permease protein
K16784	205.7688	67.8543	0.0000	0.0000	10.1852	0.0000	0.0000	18.1246	36.2790	250.1089	4.9648	59.1029	19.4260	0.0000	218.1635	bioM; biotin transport system ATP-binding protein [EC:3.6.3.-]
K16785	831.1290	349.6300	109.5193	0.0000	120.4067	14.9302	105.8615	1030.5332	593.6160	461.5379	538.2944	84.8013	1114.7062	60.6782	300.5544	ecfT; energy-coupling factor transport system permease protein
K16786	434.0354	224.4647	21.6089	0.0000	19.6602	0.0000	250.0822	1213.7934	165.4613	528.0828	670.6455	161.0852	731.1607	55.0184	345.7457	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16787	444.4042	224.4647	133.6617	0.0000	45.3126	13.8365	81.4806	597.5753	165.4613	509.0872	488.6603	79.8540	587.5570	88.4338	333.2294	ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16817	0.0000	0.0000	494.7822	374.7953	50.1389	567.9249	205.3205	0.0000	169.6867	0.0000	0.0000	0.0000	0.0000	244.2909	0.0000	PLA2G16; HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
K16823	0.0000	0.0000	79.5702	0.0000	0.0000	78.2854	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K16840	149.1296	93.1384	0.0000	0.0000	0.0000	0.0000	0.0000	11.7538	76.2898	28.4107	0.4697	4.9998	12.8686	0.0000	17.1468	hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
K16841	145.8346	0.0000	0.0000	0.0000	0.0000	16.4811	0.0000	5.8586	23.2728	36.2313	2.4325	108.1459	36.4099	0.0000	174.8850	hpxA; allantoin racemase [EC:5.1.99.3]
K16843	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5409	10.8592	0.0000	3.5429	slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]
K16844	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0522	0.0000	0.0000	4.6192	comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]
K16845	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3577	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]
K16849	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.9302	uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]
K16850	3.8308	0.0000	41.2788	0.0000	1189.4496	0.0000	64.2357	3.6092	0.0000	0.0000	0.8769	24.8223	8.4051	41.6879	17.4023	uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]
K16856	15.9965	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.1419	0.0000	19.2205	0.0000	0.0000	0.7868	ugl; ureidoglycolate lyase [EC:4.3.2.3]
K16857	0.0000	372.5535	596.7105	1070.5729	330.2609	919.1251	565.5554	8.0417	52.6160	16.2347	2.2342	0.0000	0.0000	629.6145	1.1522	-
K16869	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0911	lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]
K16870	258.5210	536.2773	0.0000	0.0000	0.0000	0.0000	48.4215	12.4737	203.7430	363.7246	0.0000	31.0738	63.4718	10.3843	66.0789	wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]
K16871	6.5329	0.0000	0.0000	0.0000	5.3326	0.0000	0.0000	0.0000	4.5415	3.0962	0.0000	17.9777	12.3359	0.0000	148.1445	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
K16874	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.8501	0.0000	0.0000	18.6858	hmfF; 2,5-furandicarboxylate decarboxylase 1
K16876	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.1433	hmfD; 2-furoate---CoA ligase [EC:6.2.1.31]
K16877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1703	0.0000	0.0000	14.3260	hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]
K16878	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.1770	hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]
K16879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0579	hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]
K16880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.1382	hmfE; 2-oxoglutaroyl-CoA hydrolase
K16882	0.0000	0.0000	184.3132	124.3665	8.3187	250.2178	146.2860	0.0000	18.2192	0.0000	0.0000	0.0000	9.9105	258.8196	0.0000	PCLO; protein piccolo
K16915	8.9258	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9029	cbiL; nickel transport protein
K16950	31.1961	0.0000	47.2705	0.0000	0.0000	0.0000	0.0000	572.8143	0.0000	0.0000	343.1154	6.9515	345.2334	9.6749	10.7180	asrA; anaerobic sulfite reductase subunit A
K16951	17.0279	0.0000	15.2326	0.0000	9.2967	0.0000	114.2112	323.2619	0.0000	0.0000	307.8747	5.1149	235.4453	73.8674	17.9128	asrB; anaerobic sulfite reductase subunit B
K16961	17.8398	0.0000	15.5159	0.0000	4.7169	0.0000	127.9020	495.1661	0.0000	0.0000	146.0876	69.1403	347.3457	0.0000	2.9118	yxeM; putative amino-acid transport system substrate-binding protein
K16962	6.7514	0.0000	15.5159	0.0000	4.7169	0.0000	28.9740	495.1661	0.0000	6.3349	129.2065	57.2702	347.3457	0.0000	4.5823	yxeN; putative amino-acid transport system permease protein
K16963	42.1284	0.0000	16.4778	0.0000	9.9779	0.0000	102.4835	728.9158	0.0000	0.0000	196.6563	70.6685	353.5992	0.0000	2.5149	yxeO; putative amino-acid transport system ATP-binding protein [EC:3.6.3.-]
K16964	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1825	0.0000	0.0000	12.8631	ddhA; dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]
K16965	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.8141	0.0000	14.7378	ddhB; dimethylsulfide dehydrogenase subunit beta
K16966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.1215	ddhC; dimethylsulfide dehydrogenase subunit gamma
K17060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.1097	aauS; two-component system, sensor histidine kinase AauS [EC:2.7.13.3]
K17061	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3774	10.1028	0.0000	8.4051	aauR; two-component system, response regulator AauR
K17062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	49.4879	bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein
K17073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6138	lysX1; putative lysine transport system substrate-binding protein
K17074	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6138	lysX2; putative lysine transport system permease protein
K17076	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.8086	K17076, lysY; putative lysine transport system ATP-binding protein [EC:3.6.3.-]
K17103	82.2124	0.0000	16.0194	18.2020	682.4172	0.0000	0.0000	117.9408	0.0000	0.0000	1.4475	627.7728	45.5206	271.7939	190.8543	CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
K17108	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.5097	0.0000	0.0000	0.0000	0.0000	0.0000	GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45]
K17195	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	43.5169	9.1689	0.0000	0.0000	7.4257	2.1925	0.0000	0.0000	0.0000	alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]
K17202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5212	2.6602	7.0804	0.0000	50.4212	K17202, eryG; erythritol transport system substrate-binding protein
K17203	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.5015	6.4356	0.0000	59.4246	K17203, eryF; erythritol transport system permease protein
K17204	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7925	0.0000	5.2466	0.0000	0.0000	44.4250	eryE; erythritol transport system ATP-binding protein
K17205	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.1318	xltC; putative xylitol transport system substrate-binding protein
K17206	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5176	0.0000	0.0000	10.1178	xltB; putative xylitol transport system permease protein
K17207	3.0377	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0265	0.0000	0.0000	15.4733	xltA; putative xylitol transport system ATP-binding protein
K17208	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0992	0.5409	0.0000	0.0000	6.3530	K17208, ibpA; inositol transport system substrate-binding protein
K17209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0044	0.0000	0.0000	4.3423	iatP; inositol transport system permease protein
K17210	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.4136	0.0000	0.0000	0.0000	0.7237	2.1369	0.0000	0.0000	0.0000	iatA; inositol transport system ATP-binding protein
K17213	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.5267	3.3410	0.0000	16.2032	K17213; inositol transport system substrate-binding protein
K17214	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.4742	0.0000	0.0000	7.3081	K17214; inositol transport system permease protein
K17215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.6778	0.0000	0.0000	5.8628	3.9460	0.0000	0.0000	11.3834	K17215; inositol transport system ATP-binding protein
K17218	127.3899	303.2000	208.5289	47.3879	123.5468	0.0000	467.2812	8.5800	3.7257	19.0535	0.5212	196.8467	14.3911	0.0000	190.7639	sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
K17222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.3526	0.0000	0.0000	0.0000	soxA; sulfur-oxidizing protein SoxA
K17223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	65.9017	0.0000	0.0000	0.0000	soxX; sulfur-oxidizing protein SoxX
K17224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	64.7861	0.0000	0.0000	0.0000	soxB; sulfur-oxidizing protein SoxB
K17225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	105.2555	2.4436	0.0000	6.9490	soxC; sulfane dehydrogenase subunit SoxC
K17226	5.6760	0.0000	0.0000	0.0000	9.3321	0.0000	0.0000	0.0000	0.0000	43.2858	0.6521	103.3145	0.0000	0.0000	11.1526	soxY; sulfur-oxidizing protein SoxY
K17227	41.4463	0.0000	0.0000	0.0000	22.3517	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.9374	72.6050	0.0000	10.9980	soxZ; sulfur-oxidizing protein SoxZ
K17241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.6923	aguE; alpha-1,4-digalacturonate transport system substrate-binding protein
K17243	22.3645	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.2677	0.0000	0.0000	1.9198	1.2596	0.0000	0.0000	0.1650	aguG; alpha-1,4-digalacturonate transport system permease protein
K17256	0.0000	0.0000	156.3428	135.0090	15.2093	190.7346	116.7800	0.0000	0.0000	0.0000	0.0000	0.2615	0.0000	146.5240	0.0000	-
K17285	51.4208	0.0000	0.0000	0.0000	77.0021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.9822	20.1423	51.1604	0.7588	SELENBP1; selenium-binding protein 1
K17315	17.2816	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.3099	48.3068	1.9314	13.9154	29.0188	0.0000	195.7677	gtsA, glcE; glucose/mannose transport system substrate-binding protein
K17316	9.9549	26.3675	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.5960	0.0000	11.7298	21.8587	0.0000	127.6754	gtsB, glcF; glucose/mannose transport system permease protein
K17317	9.7133	26.2826	0.0000	0.0000	16.6940	0.0000	0.0000	0.0000	14.0766	37.1804	0.5833	15.8159	33.8184	0.0000	120.0385	gtsC, glcG; glucose/mannose transport system permease protein
K17318	37.6202	0.0000	73.1544	0.0000	9.5441	0.0000	103.6852	1312.5643	0.0000	0.0000	273.6806	15.3843	558.1575	108.6480	72.5118	K17318, lplA; putative aldouronate transport system substrate-binding protein
K17319	61.6333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	448.6181	0.0000	9.1921	201.5420	9.2154	241.6515	48.3594	66.8679	lplB; putative aldouronate transport system permease protein
K17320	57.5925	0.0000	25.6243	15.5987	0.0000	0.0000	78.7492	802.8619	0.0000	4.6259	162.3349	15.0010	364.6876	11.0915	56.8482	lplC; putative aldouronate transport system permease protein
K17321	23.5610	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	56.6121	1.9666	0.0000	5.4695	glpV; glycerol transport system substrate-binding protein
K17322	15.5532	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	127.8624	0.0000	0.0000	12.5005	K17322, glpP; glycerol transport system permease protein
K17323	70.9229	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.6624	0.0000	0.0000	123.1911	0.0000	0.0000	11.1741	glpQ; glycerol transport system permease protein
K17324	4.1842	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.7663	7.9142	0.0000	141.3393	3.1280	0.0000	10.2468	glpS; glycerol transport system ATP-binding protein
K17325	33.2993	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8804	0.0000	0.0000	0.0000	128.6167	0.0000	0.0000	6.5582	K17325, glpT; glycerol transport system ATP-binding protein
K17329	62.4901	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6446	0.0000	0.0000	0.3996	12.4411	2.6256	0.0000	153.4791	dasA; N,N'-diacetylchitobiose transport system substrate-binding protein
K17330	4.5813	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.2268	0.0000	0.0000	88.2452	dasB; N,N'-diacetylchitobiose transport system permease protein
K17331	77.8610	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.2693	0.0000	0.0000	1.2206	10.3565	0.0000	0.0000	128.8567	dasC; N,N'-diacetylchitobiose transport system permease protein
K17333	0.0000	0.0000	112.3345	425.4642	0.0000	331.5616	46.6156	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	90.7582	0.0000	-
K17360	110.5833	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.8371	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K17463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.6931	0.0000	0.0000	16.5984	0.0000	50.1063	0.0000	0.0000	dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
K17464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.7338	15.6083	56.4180	0.0000	0.9353	PTS-Dga-EIIA, dgaA; PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203]
K17465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.8926	4.1711	118.6302	0.0000	0.0000	PTS-Dga-EIIB, dgaB; PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203]
K17466	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.5052	0.0000	5.7235	80.4981	7.4383	104.1101	0.0000	2.4767	PTS-Dga-EIIC, dgaC; PTS system, D-glucosaminate-specific IIC component
K17467	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.4752	0.5922	35.6675	0.0000	0.0000	PTS-Dga-EIID, dgaD; PTS system, D-glucosaminate-specific IID component
K17468	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.8142	0.0000	0.0000	15.7540	0.9121	39.6734	0.0000	0.0000	dgaE; D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
K17489	74.9856	126.3673	0.0000	0.0000	4.7079	0.0000	0.0000	14.9937	11.8238	189.5459	0.0000	12.3210	10.8504	0.0000	75.9097	E2.1.3.1-12S; methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]
K17490	162.1915	66.0253	0.0000	0.0000	0.0000	0.0000	0.0000	29.5060	69.3242	202.1876	0.0000	0.0000	56.4865	0.0000	48.8430	E2.1.3.1-1.3S; methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]
K17686	512.3886	692.9127	569.1299	216.7879	1177.3840	351.2699	1388.9086	360.2017	291.2870	893.8078	262.8196	501.0599	208.1833	575.1222	308.1229	copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]
K17716	4.1726	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0094	0.0000	0.0000	82.4289	28.8804	9.8100	0.0000	54.5626	capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
K17722	9.9772	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	58.3449	15.0772	22.1564	314.6248	118.0492	101.2750	7.6700	179.6257	preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
K17723	31.2672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7125	0.0000	0.0000	292.0886	92.9713	125.8977	0.0000	145.2587	preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
K17724	11.3090	24.9190	55.0729	0.0000	83.7123	0.0000	34.2805	0.0000	0.0000	4.3436	0.0000	0.0000	0.0000	12.3068	0.0000	IRG1; aconitate decarboxylase [EC:4.1.1.6]
K17751	793.0786	5178.2699	14721.7576	15112.4708	2933.8477	15882.8650	10953.9196	31.1665	3996.4304	647.3769	8.0497	1.3780	62.5793	10666.0067	3.2361	MYH6_7; myosin heavy chain 6/7
K17828	151.4141	0.0000	38.7911	0.0000	23.5854	0.0000	82.9785	555.5188	0.0000	40.6818	293.1804	12.4233	401.9159	62.4468	72.1413	pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K17835	75.8932	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8816	0.0000	3.7987	0.9143	0.0000	0.0000	0.0000	0.1179	griH; 3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]
K17836	154.4366	69.7958	106.3658	0.0000	39.7408	12.7676	0.0000	806.3245	6.3683	156.6538	211.7093	200.8811	753.0880	44.3451	92.6591	penP; beta-lactamase class A [EC:3.5.2.6]
K17848	0.0000	0.0000	37.7959	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	AGAP2; Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2
K17865	20.1331	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	120.4067	0.0000	0.0000	2.5439	118.1862	24.3432	0.0000	0.8816	croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]
