function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K16871	2.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	49.0000	5.0000	0.0000	1532.0000	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
K16874	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	195.0000	hmfF; 2,5-furandicarboxylate decarboxylase 1
K16876	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	160.0000	hmfD; 2-furoate---CoA ligase [EC:6.2.1.31]
K16877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	321.0000	hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]
K16878	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	76.0000	hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]
K16879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]
K16880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	86.0000	hmfE; 2-oxoglutaroyl-CoA hydrolase
K16882	0.0000	0.0000	12.0000	8.0000	1.0000	18.0000	8.0000	0.0000	2.0000	0.0000	0.0000	0.0000	2.0000	19.0000	0.0000	PCLO; protein piccolo
K16915	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.0000	cbiL; nickel transport protein
K16950	7.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	276.0000	0.0000	0.0000	681.0000	14.0000	104.0000	1.0000	82.0000	asrA; anaerobic sulfite reductase subunit A
K16951	3.0000	0.0000	1.0000	0.0000	1.0000	0.0000	6.0000	121.0000	0.0000	0.0000	474.0000	8.0000	55.0000	6.0000	107.0000	asrB; anaerobic sulfite reductase subunit B
K16961	3.0000	0.0000	2.0000	0.0000	1.0000	0.0000	8.0000	365.0000	0.0000	0.0000	417.0000	110.0000	160.0000	0.0000	30.0000	yxeM; putative amino-acid transport system substrate-binding protein
K16962	1.0000	0.0000	2.0000	0.0000	1.0000	0.0000	3.0000	365.0000	0.0000	1.0000	392.0000	83.0000	160.0000	0.0000	38.0000	yxeN; putative amino-acid transport system permease protein
K16963	7.0000	0.0000	1.0000	0.0000	1.0000	0.0000	5.0000	254.0000	0.0000	0.0000	282.0000	104.0000	77.0000	0.0000	14.0000	yxeO; putative amino-acid transport system ATP-binding protein [EC:3.6.3.-]
K16964	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	269.0000	ddhA; dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]
K16965	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	109.0000	ddhB; dimethylsulfide dehydrogenase subunit beta
K16966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	128.0000	ddhC; dimethylsulfide dehydrogenase subunit gamma
K17060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	102.0000	aauS; two-component system, sensor histidine kinase AauS [EC:2.7.13.3]
K17061	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	4.0000	0.0000	85.0000	aauR; two-component system, response regulator AauR
K17062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	338.0000	bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein
K17073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	lysX1; putative lysine transport system substrate-binding protein
K17074	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	lysX2; putative lysine transport system permease protein
K17076	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.0000	K17076, lysY; putative lysine transport system ATP-binding protein [EC:3.6.3.-]
K17103	13.0000	0.0000	1.0000	1.0000	70.0000	0.0000	0.0000	36.0000	0.0000	0.0000	2.0000	874.0000	9.0000	21.0000	1108.0000	CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
K17108	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45]
K17195	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	3.0000	0.0000	0.0000	10.0000	3.0000	0.0000	0.0000	0.0000	alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]
K17202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.0000	2.0000	0.0000	372.0000	K17202, eryG; erythritol transport system substrate-binding protein
K17203	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.0000	2.0000	0.0000	495.0000	K17203, eryF; erythritol transport system permease protein
K17204	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	16.0000	0.0000	0.0000	514.0000	eryE; erythritol transport system ATP-binding protein
K17205	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.0000	xltC; putative xylitol transport system substrate-binding protein
K17206	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	76.0000	xltB; putative xylitol transport system permease protein
K17207	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	173.0000	xltA; putative xylitol transport system ATP-binding protein
K17208	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	1.0000	0.0000	0.0000	49.0000	K17208, ibpA; inositol transport system substrate-binding protein
K17209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	33.0000	iatP; inositol transport system permease protein
K17210	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	3.0000	0.0000	0.0000	0.0000	iatA; inositol transport system ATP-binding protein
K17213	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.0000	1.0000	0.0000	98.0000	K17213; inositol transport system substrate-binding protein
K17214	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	57.0000	K17214; inositol transport system permease protein
K17215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	17.0000	12.0000	0.0000	0.0000	132.0000	K17215; inositol transport system ATP-binding protein
K17218	28.0000	3.0000	5.0000	1.0000	5.0000	0.0000	9.0000	4.0000	1.0000	2.0000	1.0000	460.0000	2.0000	0.0000	1429.0000	sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
K17222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	68.0000	0.0000	0.0000	0.0000	soxA; sulfur-oxidizing protein SoxA
K17223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	89.0000	0.0000	0.0000	0.0000	soxX; sulfur-oxidizing protein SoxX
K17224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	222.0000	0.0000	0.0000	0.0000	soxB; sulfur-oxidizing protein SoxB
K17225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	283.0000	1.0000	0.0000	72.0000	soxC; sulfane dehydrogenase subunit SoxC
K17226	1.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	8.0000	1.0000	136.0000	0.0000	0.0000	55.0000	soxY; sulfur-oxidizing protein SoxY
K17227	3.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	7.0000	0.0000	27.0000	soxZ; sulfur-oxidizing protein SoxZ
K17241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	82.0000	aguE; alpha-1,4-digalacturonate transport system substrate-binding protein
K17243	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	3.0000	2.0000	0.0000	0.0000	1.0000	aguG; alpha-1,4-digalacturonate transport system permease protein
K17256	0.0000	0.0000	25.0000	19.0000	4.0000	31.0000	15.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	29.0000	0.0000	-
K17285	16.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	2.0000	1.0000	8.0000	SELENBP1; selenium-binding protein 1
K17315	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	15.0000	5.0000	35.0000	11.0000	0.0000	1864.0000	gtsA, glcE; glucose/mannose transport system substrate-binding protein
K17316	2.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	21.0000	6.0000	0.0000	855.0000	gtsB, glcF; glucose/mannose transport system permease protein
K17317	2.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	2.0000	8.0000	1.0000	28.0000	9.0000	0.0000	802.0000	gtsC, glcG; glucose/mannose transport system permease protein
K17318	13.0000	0.0000	9.0000	0.0000	2.0000	0.0000	10.0000	933.0000	0.0000	0.0000	776.0000	46.0000	245.0000	17.0000	860.0000	K17318, lplA; putative aldouronate transport system substrate-binding protein
K17319	13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	212.0000	0.0000	2.0000	399.0000	18.0000	72.0000	5.0000	470.0000	lplB; putative aldouronate transport system permease protein
K17320	12.0000	0.0000	2.0000	1.0000	0.0000	0.0000	5.0000	359.0000	0.0000	1.0000	302.0000	28.0000	102.0000	1.0000	399.0000	lplC; putative aldouronate transport system permease protein
K17321	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	192.0000	1.0000	0.0000	71.0000	glpV; glycerol transport system substrate-binding protein
K17322	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	224.0000	0.0000	0.0000	82.0000	K17322, glpP; glycerol transport system permease protein
K17323	13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	200.0000	0.0000	0.0000	70.0000	glpQ; glycerol transport system permease protein
K17324	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.0000	0.0000	301.0000	1.0000	0.0000	84.0000	glpS; glycerol transport system ATP-binding protein
K17325	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	274.0000	0.0000	0.0000	54.0000	K17325, glpT; glycerol transport system ATP-binding protein
K17329	18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	32.0000	1.0000	0.0000	1517.0000	dasA; N,N'-diacetylchitobiose transport system substrate-binding protein
K17330	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	640.0000	dasB; N,N'-diacetylchitobiose transport system permease protein
K17331	15.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	2.0000	18.0000	0.0000	0.0000	874.0000	dasC; N,N'-diacetylchitobiose transport system permease protein
K17333	0.0000	0.0000	3.0000	10.0000	0.0000	9.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	-
K17360	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K17463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	24.0000	0.0000	11.0000	0.0000	0.0000	dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
K17464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.0000	13.0000	7.0000	0.0000	3.0000	PTS-Dga-EIIA, dgaA; PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203]
K17465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	4.0000	17.0000	0.0000	0.0000	PTS-Dga-EIIB, dgaB; PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203]
K17466	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	1.0000	117.0000	11.0000	23.0000	0.0000	14.0000	PTS-Dga-EIIC, dgaC; PTS system, D-glucosaminate-specific IIC component
K17467	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	44.0000	1.0000	9.0000	0.0000	0.0000	PTS-Dga-EIID, dgaD; PTS system, D-glucosaminate-specific IID component
K17468	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	34.0000	2.0000	13.0000	0.0000	0.0000	dgaE; D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
K17489	22.0000	4.0000	0.0000	0.0000	1.0000	0.0000	0.0000	7.0000	3.0000	50.0000	0.0000	38.0000	5.0000	0.0000	844.0000	E2.1.3.1-12S; methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]
K17490	13.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	4.0000	17.0000	0.0000	0.0000	6.0000	0.0000	132.0000	E2.1.3.1-1.3S; methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]
K17686	238.0000	35.0000	14.0000	5.0000	246.0000	8.0000	47.0000	359.0000	48.0000	434.0000	1243.0000	2160.0000	121.0000	98.0000	5064.0000	copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]
K17716	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	167.0000	59.0000	3.0000	0.0000	424.0000	capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
K17722	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	3.0000	7.0000	758.0000	316.0000	38.0000	1.0000	2006.0000	preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
K17723	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	702.0000	238.0000	46.0000	0.0000	1437.0000	preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
K17724	2.0000	1.0000	4.0000	0.0000	10.0000	0.0000	2.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	0.0000	IRG1; aconitate decarboxylase [EC:4.1.1.6]
K17751	87.0000	89.0000	366.0000	315.0000	112.0000	385.0000	205.0000	6.0000	207.0000	69.0000	4.0000	2.0000	5.0000	334.0000	7.0000	MYH6_7; myosin heavy chain 6/7
K17828	32.0000	0.0000	3.0000	0.0000	3.0000	0.0000	5.0000	239.0000	0.0000	10.0000	519.0000	24.0000	108.0000	6.0000	540.0000	pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K17835	19.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	1.0000	2.0000	0.0000	0.0000	0.0000	1.0000	griH; 3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]
K17836	33.0000	3.0000	8.0000	0.0000	5.0000	1.0000	0.0000	298.0000	1.0000	43.0000	321.0000	377.0000	188.0000	4.0000	631.0000	penP; beta-lactamase class A [EC:3.5.2.6]
K17848	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	AGAP2; Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2
K17865	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.0000	0.0000	0.0000	2.0000	105.0000	3.0000	0.0000	3.0000	croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]
K17879	1.0000	0.0000	0.0000	3.0000	1.0000	13.0000	7.0000	0.0000	7.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	NUDT7; peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]
K17899	2.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	9.0000	1.0000	1.0000	0.0000	1.0000	2.0000	0.0000	1.0000	oraS; D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]
K17947	11.0000	5.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	13.0000	5.0000	0.0000	60.0000	5.0000	0.0000	30.0000	wbiB; dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]
K17950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	36.0000	0.0000	0.0000	1.0000	cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25]
K17987	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NBR1; next to BRCA1 gene 1 protein
K17989	0.0000	0.0000	12.0000	9.0000	0.0000	19.0000	6.0000	0.0000	2.0000	0.0000	1.0000	2.0000	0.0000	14.0000	0.0000	SDS, SDH, CHA1; L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]
K18011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]
K18012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.0000	0.0000	0.0000	0.0000	0.0000	4.0000	4.0000	1.0000	kdd; L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]
K18013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	38.0000	0.0000	0.0000	1.0000	3.0000	5.0000	0.0000	0.0000	kce; 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
K18014	15.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.0000	0.0000	0.0000	3.0000	1.0000	0.0000	2.0000	22.0000	kal; 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]
K18026	34.0000	39.0000	3.0000	0.0000	36.0000	2.0000	23.0000	3.0000	13.0000	14.0000	1.0000	0.0000	1.0000	8.0000	5.0000	-
K18028	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	3.0000	0.0000	194.0000	nicX; 2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]
K18029	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.0000	0.0000	0.0000	50.0000	nicA; nicotinate dehydrogenase subunit A [EC:1.17.2.1]
K18030	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	180.0000	0.0000	0.0000	157.0000	nicB; nicotinate dehydrogenase subunit B [EC:1.17.2.1]
K18067	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	56.0000	0.0000	0.0000	0.0000	pht4; phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64]
K18069	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	37.0000	0.0000	0.0000	0.0000	pht2; phthalate 4,5-dioxygenase reductase component [EC:1.18.1.-]
K18072	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	6.0000	0.0000	304.0000	parS; two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
K18073	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	3.0000	0.0000	166.0000	parR; two-component system, OmpR family, response regulator ParR
K18092	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.0000	etbD; 2-hydroxy-6-oxo-octa-2,4-dienoate hydrolase [EC:3.7.1.-]
K18093	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	214.0000	oprD; imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-]
K18098	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	bjaR1, rpaR, rhiR; LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1
K18099	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.0000	rhlR, phzR; LuxR family transcriptional regulator, quorum-sensing system regulator RhlR
K18100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	56.0000	rhlA; rhamnosyltransferase subunit A [EC:2.4.1.-]
K18104	6.0000	0.0000	1.0000	0.0000	1.0000	0.0000	0.0000	6.0000	7.0000	3.0000	4.0000	0.0000	8.0000	0.0000	207.0000	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:3.6.3.44]
K18118	103.0000	4.0000	1.0000	0.0000	2.0000	1.0000	0.0000	15.0000	17.0000	61.0000	10.0000	540.0000	40.0000	1.0000	2940.0000	aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]
K18120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	0.0000	0.0000	149.0000	1.0000	7.0000	1.0000	1.0000	4hbD, abfH; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]
K18123	0.0000	0.0000	1.0000	2.0000	0.0000	0.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	HOGA1; 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]
K18139	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	44.0000	298.0000	11.0000	0.0000	615.0000	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system
K18149	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	103.0000	0.0000	0.0000	7.0000	0.0000	8.0000	0.0000	59.0000	pbp5, pbp4, pbp3; penicillin-binding protein
K18164	0.0000	0.0000	2.0000	3.0000	8.0000	0.0000	13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NDUFAF7; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7
K18175	0.0000	0.0000	11.0000	1.0000	1.0000	3.0000	0.0000	0.0000	13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	CCDC56, COA3; cytochrome c oxidase assembly factor 3, animal type
K18199	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	94.0000	inhA; cyclohexyl-isocyanide hydratase [EC:4.2.1.103]
K18201	0.0000	0.0000	13.0000	18.0000	4.0000	2.0000	9.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	19.0000	0.0000	AGPHD1; hydroxylysine kinase [EC:2.7.1.81]
K18217	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	143.0000	steB, tetB46; ATP-binding cassette, subfamily B, tetracycline resistant protein
K18230	58.0000	4.0000	0.0000	0.0000	1.0000	0.0000	0.0000	3.0000	4.0000	71.0000	7.0000	64.0000	7.0000	0.0000	3467.0000	tylC, oleB, carA, srmB; macrolide transport system ATP-binding/permease protein
K18231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	64.0000	0.0000	0.0000	99.0000	4.0000	7.0000	0.0000	32.0000	msrA, vmlR; macrolide transport system ATP-binding/permease protein
K18232	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.0000	oleC4; oleandomycin transport system ATP-binding protein
K18233	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.0000	oleC5; oleandomycin transport system permease protein
K18240	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	161.0000	1.0000	0.0000	155.0000	xanB2; chorismate lyase / 3-hydroxybenzoate synthase [EC:4.1.3.40 4.1.3.45]
K18246	0.0000	0.0000	14.0000	3.0000	0.0000	1.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	-
K18277	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	2.0000	2.0000	1.0000	570.0000	0.0000	0.0000	1084.0000	tmm; trimethylamine monooxygenase [EC:1.14.13.148]
K18284	9.0000	0.0000	5.0000	0.0000	79.0000	0.0000	3.0000	0.0000	0.0000	0.0000	1.0000	9.0000	0.0000	17.0000	16.0000	K18284; adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]
K18285	10.0000	0.0000	6.0000	0.0000	228.0000	1.0000	7.0000	0.0000	0.0000	0.0000	2.0000	75.0000	0.0000	78.0000	59.0000	mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]
