species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_Unclassified_o_UBA1407	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_Unclassified_o_UBA1407;g_Unclassified_o_UBA1407;s_Unclassified_o_UBA1407
s_Sporosarcina sp009650995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Sporosarcina;s_Sporosarcina sp009650995
s_JAABRE01 sp011391125	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_JAABRE01;g_JAABRE01;s_JAABRE01 sp011391125
s_UBA10646 sp004292605	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_UBA10646;s_UBA10646 sp004292605
s_Arachnia sp905372155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia sp905372155
s_Unclassified_f_EnvOPS12	0	0	4	2	0	1	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12;g_Unclassified_f_EnvOPS12;s_Unclassified_f_EnvOPS12
s_Nitrosococcus watsonii	0	0	2	0	0	2	0	0	2	0	0	0	0	2	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nitrosococcales;f_Nitrosococcaceae;g_Nitrosococcus;s_Nitrosococcus watsonii
s_Coprococcus sp016297325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus sp016297325
s_Nitrosomonas sp003011925	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosomonas;s_Nitrosomonas sp003011925
s_Dysgonomonas sp016652235	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Dysgonomonadaceae;g_Dysgonomonas;s_Dysgonomonas sp016652235
s_Unclassified_g_PWLA01	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_UBA6960;g_PWLA01;s_Unclassified_g_PWLA01
s_UBA5951 sp009936885	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_Puniceispirillaceae;g_UBA5951;s_UBA5951 sp009936885
s_CADCTQ01 sp902805615	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_172606-1;g_CADCTQ01;s_CADCTQ01 sp902805615
s_Neobacillus sp002272245	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-18226;g_Neobacillus;s_Neobacillus sp002272245
s_Pullichristensenella sp904420265	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Pullichristensenella;s_Pullichristensenella sp904420265
s_Lysinibacillus boronitolerans	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Lysinibacillus;s_Lysinibacillus boronitolerans
s_Paenibacillus albidus	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus albidus
s_JAHBNG01 sp019217005	0	0	0	0	1	5	1	0	1	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae;g_JAHBNG01;s_JAHBNG01 sp019217005
s_Ventricola sp017460325	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Ventricola;s_Ventricola sp017460325
s_Unclassified_g_UBA1829	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_UBA1829;g_UBA1829;s_Unclassified_g_UBA1829
s_Bradyrhizobium ivorense	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Bradyrhizobium;s_Bradyrhizobium ivorense
s_DSQW01 sp011362745	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Methylacidiphilales;f_JAAUTS01;g_DSQW01;s_DSQW01 sp011362745
s_Saccharicenans sp002441005	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Saccharicenantaceae;g_Saccharicenans;s_Saccharicenans sp002441005
s_UBA6624 sp002716355	0	0	0	5	1	0	1	0	0	0	0	0	0	1	0	d_Bacteria;p_UBP7;c_UBA6624;o_UBA6624;f_UBA6624;g_UBA6624;s_UBA6624 sp002716355
s_Unclassified_g_CAG-873	0	0	2	3	0	0	1	0	2	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_CAG-873;s_Unclassified_g_CAG-873
s_CAG-41 sp900066215	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381;f_UBA1381;g_CAG-41;s_CAG-41 sp900066215
s_Roseomonas A sp005222815	0	0	0	5	0	1	0	0	2	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_Roseomonas A;s_Roseomonas A sp005222815
s_M3007 sp016711435	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_M3007;s_M3007 sp016711435
s_JAAYJK01 sp016841245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Firmicutes B;c_Syntrophomonadia;o_Syntrophomonadales;f_Syntrophomonadaceae;g_JAAYJK01;s_JAAYJK01 sp016841245
s_Devosia A nanyangense	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia A;s_Devosia A nanyangense
s_Aureimonas phyllosphaerae	1	0	0	0	4	0	1	0	0	2	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Aureimonas;s_Aureimonas phyllosphaerae
s_Haliangium ochraceum	2	1	0	0	4	0	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales;f_Haliangiaceae;g_Haliangium;s_Haliangium ochraceum
s_Magnetovibrio sp016763895	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Magnetovibrionaceae;g_Magnetovibrio;s_Magnetovibrio sp016763895
s_Thiomicrorhabdus sp016938655	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiomicrospirales;f_Thiomicrospiraceae;g_Thiomicrorhabdus;s_Thiomicrorhabdus sp016938655
s_Citrobacter A amalonaticus	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter A;s_Citrobacter A amalonaticus
s_Unclassified_g_SOIV01	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Aminicenantaceae;g_SOIV01;s_Unclassified_g_SOIV01
s_CAG-170 sp900545925	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-170;s_CAG-170 sp900545925
s_Vibrio sp013114595	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Vibrionaceae;g_Vibrio;s_Vibrio sp013114595
s_Enterobacter soli	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter soli
s_Cfx3-03 sp013390605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Cfx3-03;g_Cfx3-03;s_Cfx3-03 sp013390605
s_Kosakonia quasisacchari	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Kosakonia;s_Kosakonia quasisacchari
s_Alkaliphilus B sp018141165	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Natronincolaceae;g_Alkaliphilus B;s_Alkaliphilus B sp018141165
s_Sphingomonas sp002280565	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas sp002280565
s_Bosea sp001295925	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea;s_Bosea sp001295925
s_Nocardioides sp013155375	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides;s_Nocardioides sp013155375
s_Sphingopyxis sp005503215	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis sp005503215
s_Sphingobium sp000283515	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium;s_Sphingobium sp000283515
s_Paraburkholderia sp004197395	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia sp004197395
s_Empedobacter falsenii A	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Empedobacter;s_Empedobacter falsenii A
s_Sphingobium cupriresistens	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium;s_Sphingobium cupriresistens
s_Subsaximicrobium wynnwilliamsii	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Subsaximicrobium;s_Subsaximicrobium wynnwilliamsii
s_Aquabacterium A sp013360485	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Aquabacterium A;s_Aquabacterium A sp013360485
s_JAGPHP01 sp018055415	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinilabiliaceae;g_JAGPHP01;s_JAGPHP01 sp018055415
s_Pseudomonas Q sp013395055	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas Q;s_Pseudomonas Q sp013395055
s_Rhodoferax sp903927295	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Rhodoferax;s_Rhodoferax sp903927295
s_Cellvibrio sp003524365	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae;g_Cellvibrio;s_Cellvibrio sp003524365
s_Unclassified_g_Hylemonella	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Hylemonella;s_Unclassified_g_Hylemonella
s_Sphingobium wenxiniae	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium;s_Sphingobium wenxiniae
s_Unclassified_g_Aquabacterium	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Aquabacterium;s_Unclassified_g_Aquabacterium
s_Mitsuaria sp900113225	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Mitsuaria;s_Mitsuaria sp900113225
s_Caulobacter sp014207215	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Caulobacter;s_Caulobacter sp014207215
s_Bosea sp003046175	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea;s_Bosea sp003046175
s_Actinophytocola xanthii	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Actinophytocola;s_Actinophytocola xanthii
s_Pseudomonas E sp001830395	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp001830395
s_Sphingobacterium sp003076635	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium sp003076635
s_Sphingomonas sp002280555	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas sp002280555
s_GCA-2748155 sp002748155	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_GCA-2748155;s_GCA-2748155 sp002748155
s_Sulfurospirillum A arcachonense	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurospirillaceae;g_Sulfurospirillum A;s_Sulfurospirillum A arcachonense
s_Ferrimicrobium acidiphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Acidimicrobiaceae;g_Ferrimicrobium;s_Ferrimicrobium acidiphilum
s_Pseudomonas E alkylphenolica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E alkylphenolica
s_Helicobacter C labetoulli	0	0	0	0	4	0	0	0	0	0	0	0	0	3	1	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter C;s_Helicobacter C labetoulli
s_50-218 sp001508855	0	0	0	1	0	0	3	0	0	0	0	0	0	4	0	d_Bacteria;p_Firmicutes B;c_Moorellia;o_Thermacetogeniales;f_Thermacetogeniaceae;g_50-218;s_50-218 sp001508855
s_Unclassified_g_Fen-671	0	3	0	0	1	0	1	0	1	2	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Palsa-688;g_Fen-671;s_Unclassified_g_Fen-671
s_UBA636 sp017432545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_UBA636;s_UBA636 sp017432545
s_REDSEA-S09-B13 sp002456995	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_UBA868;g_REDSEA-S09-B13;s_REDSEA-S09-B13 sp002456995
s_Robiginitomaculum A sp002733605	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Maricaulaceae;g_Robiginitomaculum A;s_Robiginitomaculum A sp002733605
s_Unclassified_f_MB11C04	1	0	0	0	1	0	0	0	1	5	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_MB11C04;g_Unclassified_f_MB11C04;s_Unclassified_f_MB11C04
s_Peptostreptococcus russellii A	0	0	0	0	0	0	0	0	0	0	3	0	1	0	4	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Peptostreptococcus;s_Peptostreptococcus russellii A
s_Unclassified_f_Herpetosiphonaceae	0	0	2	0	0	5	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Herpetosiphonaceae;g_Unclassified_f_Herpetosiphonaceae;s_Unclassified_f_Herpetosiphonaceae
s_Psychrobacter urativorans B	0	0	0	0	0	0	0	1	0	0	0	3	0	0	4	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter;s_Psychrobacter urativorans B
s_Psychrobacter glaciei	2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter;s_Psychrobacter glaciei
s_Unclassified_g_Pandoraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pandoraea;s_Unclassified_g_Pandoraea
s_Peptostreptococcus sp000758885	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Peptostreptococcus;s_Peptostreptococcus sp000758885
s_Dietzia sp008369165	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Dietzia;s_Dietzia sp008369165
s_Unclassified_g_Urinicoccus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Urinicoccus;s_Unclassified_g_Urinicoccus
s_UBA1144 sp002311855	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota D;c_UBA1144;o_UBA1144;f_UBA1144;g_UBA1144;s_UBA1144 sp002311855
s_Unclassified_g_UBA1407	0	0	0	0	0	5	2	0	0	0	0	0	0	1	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_UBA1407;g_UBA1407;s_Unclassified_g_UBA1407
s_Specibacter stackebrandtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Specibacter;s_Specibacter stackebrandtii
s_Mucilaginibacter sp903891475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter sp903891475
s_Streptomyces olivoreticuli	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces olivoreticuli
s_GCA-2722315 sp018334995	2	1	1	0	0	0	3	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Wenzhouxiangellaceae;g_GCA-2722315;s_GCA-2722315 sp018334995
s_Pseudomonas E paracarnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E paracarnis
s_JAATGB01 sp015654945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Vagococcaceae;g_JAATGB01;s_JAATGB01 sp015654945
s_JADFXK01 sp015233055	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_JADFXK01;o_JADFXK01;f_JADFXK01;g_JADFXK01;s_JADFXK01 sp015233055
s_Sinorhizobium alkalisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Sinorhizobium;s_Sinorhizobium alkalisoli
s_Unclassified_f_Nevskiaceae	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Nevskiaceae;g_Unclassified_f_Nevskiaceae;s_Unclassified_f_Nevskiaceae
s_Unclassified_f_Fen-1058	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Thermoflexales;f_Fen-1058;g_Unclassified_f_Fen-1058;s_Unclassified_f_Fen-1058
s_Nocardioides B mesophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides B;s_Nocardioides B mesophilus
s_Butyricicoccus sp910584935	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_Butyricicoccus;s_Butyricicoccus sp910584935
s_Egicoccus halophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nitriliruptorales;f_Nitriliruptoraceae;g_Egicoccus;s_Egicoccus halophilus
s_Hoeflea sp902498795	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Hoeflea;s_Hoeflea sp902498795
s_Sporosarcina newyorkensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Sporosarcina;s_Sporosarcina newyorkensis
s_Khoudiadiopia massiliensis	0	0	0	3	0	1	3	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Khoudiadiopia;s_Khoudiadiopia massiliensis
s_RGIG2581 sp017431185	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_UBA1407;g_RGIG2581;s_RGIG2581 sp017431185
s_Morganella morganii C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Morganella;s_Morganella morganii C
s_Lactobacillus sp014803895	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus sp014803895
s_Clostridium AD estertheticum B	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AD;s_Clostridium AD estertheticum B
s_Lachnotalea sp900184995	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnotalea;s_Lachnotalea sp900184995
s_Unclassified_g_Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus;s_Unclassified_g_Lactococcus
s_Margalitia camelliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_Bacillaceae C;g_Margalitia;s_Margalitia camelliae
s_SLHB01 sp007136375	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	d_Bacteria;p_Hydrogenedentota;c_Hydrogenedentia;o_Hydrogenedentiales;f_SLHB01;g_SLHB01;s_SLHB01 sp007136375
s_Smithella sp019136325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_Smithellaceae;g_Smithella;s_Smithella sp019136325
s_UBA8639 sp902500695	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_UBA8639;g_UBA8639;s_UBA8639 sp902500695
s_Unclassified_g_Panacibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Panacibacter;s_Unclassified_g_Panacibacter
