species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_UBA10906 sp903904275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9767	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_UBA10906;s_UBA10906 sp903904275
s_Pusillimonas A sp011388195	0	0	0	0	0	0	0	0	0	0	0	0	12.0284	0	3.9312	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pusillimonas A;s_Pusillimonas A sp011388195
s_Sphingobium sp017745115	2.3376	0	0	0	0	0	0	0	0	0	0	13.6141	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium;s_Sphingobium sp017745115
s_Microbacterium hibisci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9491	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium hibisci
s_WHST01 sp017354575	15.3566	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5901	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_WHST01;g_WHST01;s_WHST01 sp017354575
s_Oryzomicrobium terrae	0	0	0	0	0	0	0	0	0	0	0	0.1943	0	0	15.7476	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Oryzomicrobium;s_Oryzomicrobium terrae
s_Pseudoxanthomonas A sp004284195	9.4121	0	0	0	0	0	0	0	0	0	0	6.5257	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas A;s_Pseudoxanthomonas A sp004284195
s_UBA2994 sp002346545	13.3176	0	0	0	0	0	0	0	0	0	0	1.8467	0	0	0.7677	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA8438;g_UBA2994;s_UBA2994 sp002346545
s_Mesorhizobium loti	0	0	0	0	0	0	0	0	0	0	0	1.8165	0	0	14.096	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium;s_Mesorhizobium loti
s_Nocardioides soli	0	0	0	0	0	0	0	0	0	0	0	14.2618	0	0	1.6275	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides;s_Nocardioides soli
s_Pseudomonas E koreensis C	0	0	0	0	0	0	0	0	0	0	0	0	7.6433	0	8.2092	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E koreensis C
s_Acinetobacter defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8342	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter defluvii
s_Acinetobacter sp002165255	0	0	0	0	0	0	0	0	0	0	0	2.491	11.2654	0	2.071	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter sp002165255
s_Pseudomonas E frederiksbergensis B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7998	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E frederiksbergensis B
s_Pseudomonas E sp900187645	0	0	0	0	0	0	0	0	0	0	0	0.5017	0	0	15.2962	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp900187645
s_Sphingomonas sp002083435	0	0	0	0	0	0	0	0	0	0	0	15.7952	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas sp002083435
s_Alkalibacterium olivapovliticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7859	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Alkalibacterium;s_Alkalibacterium olivapovliticus
s_Azonexus sp013693915	0	0	15.7767	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Azonexus;s_Azonexus sp013693915
s_Luteimonas sp008244685	0	0	0	0	0	0	0	0	0	0	0	0.5969	0	0	15.1692	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Luteimonas;s_Luteimonas sp008244685
s_Citrobacter portucalensis A	0	0	0	0	0	0	0	0	0	0	14.6667	0.7042	0	0	0.3903	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter portucalensis A
s_Flavobacterium frigoris	0	0	0	0	0	0	0	0	0	0	0	15.7607	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium frigoris
s_Rhodoferax sp903925725	0	0	0	0	0	0	0	0	0	0	0	15.754	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Rhodoferax;s_Rhodoferax sp903925725
s_Pseudomonas E sp001592875	3.6062	0	0	0	0	0	0	0	0	0	0	12.0014	0	0	0.1386	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp001592875
s_Youngiibacter fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7339	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Youngiibacter;s_Youngiibacter fragilis
s_Devosia sp012799265	0	0	0	0	0	0	0	0	0	0	0	15.7283	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia;s_Devosia sp012799265
s_Sphingopyxis indica	3.8392	0	0	0	0	0	0	0	0	0	0	11.7119	0	0	0.1475	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis indica
s_Ochrobactrum intermedium	0	0	0	0	0	0	0	0	0	0	0	0.5669	0	0	15.1235	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum;s_Ochrobactrum intermedium
s_Henriciella sp003576285	0	0	0	0	0	0	0	0	0	0	0	15.6616	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Hyphomonadaceae;g_Henriciella;s_Henriciella sp003576285
s_CAG-449 sp900551385	0	0	0	0	0	0	0	0	0	0	0	0.9746	0	0	14.6748	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-449;g_CAG-449;s_CAG-449 sp900551385
s_Gemmobacter B sp000500915	0	0	0	0	0	0	0	0	0	0	0	3.0327	0	0	12.6072	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Gemmobacter B;s_Gemmobacter B sp000500915
s_Mesorhizobium sp000502715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6177	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium;s_Mesorhizobium sp000502715
s_Neorhizobium vignae	0	0	0	0	0	0	0	0	0	0	0	10.7462	0	0	4.8557	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Neorhizobium;s_Neorhizobium vignae
s_Sulfurovum sp000010345	0	0	0	0	15.5627	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurovaceae;g_Sulfurovum;s_Sulfurovum sp000010345
s_Kineosporia sp018499875	0	0	0	0	15.5627	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Kineosporiaceae;g_Kineosporia;s_Kineosporia sp018499875
s_Pseudoxanthomonas A japonensis	3.5941	0	0	0	0	0	0	0	0	0	0	11.9611	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas A;s_Pseudoxanthomonas A japonensis
s_Mumia sp014127285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5471	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Mumia;s_Mumia sp014127285
s_Unclassified_g_Quadrisphaera	4.4453	0	0	0	0	0	0	0	0	0	0	2.4657	4.1816	0	4.4416	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Quadrisphaeraceae;g_Quadrisphaera;s_Unclassified_g_Quadrisphaera
s_BB31 sp016744475	5.4677	0	0	0	0	0	0	0	10.0566	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales;f_Beggiatoaceae;g_BB31;s_BB31 sp016744475
s_Pseudomonas E sp000282215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5056	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp000282215
s_Glutamicibacter halophytocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5056	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter;s_Glutamicibacter halophytocola
s_Bosea sp003248805	0	0	0	0	0	0	0	0	0	0	0	15.1969	0	0	0.3008	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea;s_Bosea sp003248805
s_Unclassified_g_BMS3Bbin01	0	0	0	0	0	0	0	0	0	0	0	0.4255	0	0	15.0484	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794;f_UBA4744;g_BMS3Bbin01;s_Unclassified_g_BMS3Bbin01
s_Sphingomonas sp016743815	0	0	0	0	0	0	0	0	0	0	0	15.4502	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas sp016743815
s_Nitrosomonas mobilis	0	0	0	0	0	0	0	0	0	0	0	15.4497	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosomonas;s_Nitrosomonas mobilis
s_Stenotrophomonas maltophilia Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4436	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas maltophilia Z
s_Rhodococcus sp012515885	0	0	0	0	0	0	0	13.6706	0	0	0	0	0	0	1.7557	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus;s_Rhodococcus sp012515885
s_VTOM01 sp009765365	0	0	0	0	0	0	0	0	0	0	0	15.4166	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_VTOM01;s_VTOM01 sp009765365
s_Specibacter sp002929305	5.5818	0	0	0	0	0	0	0	0	0	0	2.322	0	0	7.5077	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Specibacter;s_Specibacter sp002929305
s_Vogesella fluminis	0	0	0	0	0	0	0	0	0	0	0	15.4056	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Chromobacteriaceae;g_Vogesella;s_Vogesella fluminis
s_Pleurocapsa sp002368355	0	0	0	0	0	15.0013	0	0	0	0	0	0	0	0	0.3891	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Xenococcaceae;g_Pleurocapsa;s_Pleurocapsa sp002368355
s_Unclassified_g_Microthrix	0	0	0	0	0	0	0	0	0	0	0	7.8631	5.3341	0	2.1792	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Microtrichaceae;g_Microthrix;s_Unclassified_g_Microthrix
s_DTU032 sp002427475	0	0	0	0	0	0	0	3.9118	0	7.1927	0	0	0	0	4.2704	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_DTU023;g_DTU032;s_DTU032 sp002427475
s_IDS-52 sp018678395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3706	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_UBA6960;g_IDS-52;s_IDS-52 sp018678395
s_Kaistella sp015999765	0	0	0	0	0	0	0	3.1105	0	0	0	12.2524	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Kaistella sp015999765
s_Allorhizobium lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3626	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Allorhizobium;s_Allorhizobium lividum
s_Sphingopyxis granuli	0	0	0	0	0	0	0	0	0	0	0	12.4821	0	0	2.8798	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis granuli
s_Microvirga zambiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3513	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Microvirga;s_Microvirga zambiensis
s_Caulobacter hibisci	0	0	0	0	0	0	0	0	0	0	0	15.3393	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Caulobacter;s_Caulobacter hibisci
s_Ornithinimicrobium sp003577095	0	0	0	0	0	0	0	6.909	0	0	0	0	0	0	8.4297	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinimicrobium;s_Ornithinimicrobium sp003577095
s_Devosia ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3377	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia;s_Devosia ginsengisoli
s_CAHJWT01 sp019245455	0	0	0	0	0	0	0	0	0	0	0	15.3301	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_CAHJWT01;s_CAHJWT01 sp019245455
s_Cupriavidus pauculus D	0	0	0	0	0	0	0	0	0	15.3215	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Cupriavidus;s_Cupriavidus pauculus D
s_Limnohabitans A sp001412535	2.9663	0	0	0	0	0	0	0	0	0	0	12.3397	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Limnohabitans A;s_Limnohabitans A sp001412535
s_Nocardioides sambongensis	0	0	0	0	0	0	0	0	0	0	0	6.5216	5.8624	0	2.9176	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides;s_Nocardioides sambongensis
s_Albidovulum aquaemixtae	0	0	0	0	0	0	0	0	0	0	0	14.4082	0	0	0.8873	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Albidovulum;s_Albidovulum aquaemixtae
s_Actinophytocola xanthii	0	0	0	0	0	0	0	0	0	0	0	15.2807	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Actinophytocola;s_Actinophytocola xanthii
s_Pseudomonas E sp001320245	0	0	0	0	0	0	0	0	0	0	0	0.9176	9.3859	0	4.9768	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp001320245
s_Microvirga flocculans	0	0	0	0	0	0	0	0	0	0	0	15.2791	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Microvirga;s_Microvirga flocculans
s_Dolosicoccus paucivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2789	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Dolosicoccus;s_Dolosicoccus paucivorans
s_Unclassified_o_Saccharofermentanales	4.136	0	0	0	0	0	0	0	0	0	0	0	0	0	11.126	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_Unclassified_o_Saccharofermentanales;g_Unclassified_o_Saccharofermentanales;s_Unclassified_o_Saccharofermentanales
s_Unclassified_g_Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	14.8802	0	0	0.3749	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas;s_Unclassified_g_Pseudoxanthomonas
s_Azospirillum sp017356015	0	0	0	0	0	0	0	0	0	0	0	15.2058	0	0	0.039	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Azospirillales;f_Azospirillaceae;g_Azospirillum;s_Azospirillum sp017356015
s_Sphingopyxis soli	0	0	0	0	0	0	0	0	0	0	0	15.2299	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis soli
s_Flexivirga endophytica	5.4195	0	0	0	0	0	0	0	0	0	0	1.9503	0	0	7.8598	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Flexivirga;s_Flexivirga endophytica
s_Desulfobotulus alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2136	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulforegulaceae;g_Desulfobotulus;s_Desulfobotulus alkaliphilus
s_FKL33 sp005222915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1907	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_FKL33;s_FKL33 sp005222915
s_Erythrobacter neustonensis	0	0	0	0	0	0	0	0	0	0	0	14.8549	0	0	0.3293	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Erythrobacter;s_Erythrobacter neustonensis
s_Stella sp006738865	0	0	0	0	0	0	9.6055	0	0	5.5616	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_ATCC43930;f_Stellaceae;g_Stella;s_Stella sp006738865
s_Caldisalinibacter kiritimatiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1629	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Caldisalinibacteraceae;g_Caldisalinibacter;s_Caldisalinibacter kiritimatiensis
s_Reyranella sp018240695	0	0	0	0	0	0	0	0	0	0	0	15.1584	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Reyranellales;f_Reyranellaceae;g_Reyranella;s_Reyranella sp018240695
s_Acaricomes phytoseiuli	0	0	0	0	0	0	0	0	0	15.1571	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Acaricomes;s_Acaricomes phytoseiuli
s_Cronobacter malonaticus	0	0	0	0	0	0	0	0	0	0	15.1555	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Cronobacter;s_Cronobacter malonaticus
s_Pseudomonas E sp000612585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1491	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp000612585
s_Phreatobacter sp017304475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1434	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phreatobacteraceae;g_Phreatobacter;s_Phreatobacter sp017304475
s_Alteromonas sp015644725	0	0	0	0	0	0	0	0	0	0	0	0	0	11.191	3.9469	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Alteromonas;s_Alteromonas sp015644725
s_Unclassified_f_UBA994	0	0	0	0	0	0	0	5.7335	0	0	0	0	9.0123	0	0.3682	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994;f_UBA994;g_Unclassified_f_UBA994;s_Unclassified_f_UBA994
s_SZUA-584 sp003249555	0	0	0	0	0	0	0	0	0	0	1.9099	0	0	13.1792	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_SZUA-584;g_SZUA-584;s_SZUA-584 sp003249555
s_Pseudomonas Q sp013395055	0	0	0	0	0	0	0	0	0	0	0	15.0865	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas Q;s_Pseudomonas Q sp013395055
s_Kosakonia sp014490785	0	0	0	0	0	0	0	0	0	0	5.8038	0	9.2611	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Kosakonia;s_Kosakonia sp014490785
s_Thalassotalea A sp004752005	0	0	0	0	0	0	0	0	0	0	0	12.122	2.9369	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Thalassotalea A;s_Thalassotalea A sp004752005
s_Unclassified_g_Neisseria	0	0	0	0	0	0	0	0	0	0	0	15.0581	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Neisseriaceae;g_Neisseria;s_Unclassified_g_Neisseria
s_Unclassified_g_Pseudorhodoferax	0	0	0	0	0	0	0	0	0	0	0	14.3355	0	0	0.7223	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pseudorhodoferax;s_Unclassified_g_Pseudorhodoferax
s_Brevundimonas sp001796045	0	0	0	0	0	0	0	0	0	0	0	11.7895	0	0	3.2673	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp001796045
s_Pseudomonas D profundi	0	0	0	0	0	0	0	0	0	0	0	7.6295	0	0	7.4004	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas D;s_Pseudomonas D profundi
s_Leptospirillum A rubarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9852	d_Bacteria;p_Nitrospirota A;c_Leptospirillia;o_Leptospirillales;f_Leptospirillaceae;g_Leptospirillum A;s_Leptospirillum A rubarum
s_Limosilactobacillus sp900156885	0	0	0	0	0	0	0	0	0	0	14.9823	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Limosilactobacillus;s_Limosilactobacillus sp900156885
s_Clostridium AD sp018861755	0	0	0	0	0	0	0	0	0	0	0	0.3285	5.806	0	8.836	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AD;s_Clostridium AD sp018861755
s_Pelomonas sp001425705	0	0	0	0	0	0	0	0	0	0	0	14.9597	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pelomonas;s_Pelomonas sp001425705
s_Sphingopyxis sp001427085	0	0	0	0	0	0	0	0	0	0	0	14.9597	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis sp001427085
s_Enterobacter D kobei A	0	0	0	0	0	0	0	0	0	0	9.1847	2.1604	0	0	3.5924	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter D;s_Enterobacter D kobei A
s_Roseinatronobacter sp007126715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9366	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Roseinatronobacter;s_Roseinatronobacter sp007126715
s_Devosia A sp001899065	0	0	0	0	0	0	0	0	0	0	0	9.5779	0	0	5.3215	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia A;s_Devosia A sp001899065
s_Galbitalea sp017882805	0	0	0	0	0	0	0	0	0	0	0	14.8802	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Galbitalea;s_Galbitalea sp017882805
s_Paracoccus sp003591515	0	0	0	0	0	0	0	5.4877	0	0	0	7.6295	0	0	1.762	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus sp003591515
s_Rhodoglobus xinjiangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8565	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Rhodoglobus;s_Rhodoglobus xinjiangensis
s_Stenotrophomonas sp003086775	0	0	0	0	0	0	0	0	0	0	0	0	3.7319	0	11.1044	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas sp003086775
s_Unclassified_f_Longimicrobiaceae	11.671	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1396	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_Longimicrobiaceae;g_Unclassified_f_Longimicrobiaceae;s_Unclassified_f_Longimicrobiaceae
s_Stenotrophomonas maltophilia AN	0	0	0	0	0	0	0	0	0	0	0	0.3817	0	0	14.3895	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas maltophilia AN
s_CAISIP01 sp903885415	0	0	0	0	0	0	0	0	0	0	0	14.7648	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_CAISIP01;s_CAISIP01 sp903885415
