genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_JACQWH01	0	0	1	1	0	1	6	0	1	0	0	0	0	6	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACQRZ01;f_JACQRZ01;g_JACQWH01
g_CAJBNH01	0	0	0	5	0	0	1	0	1	0	0	0	0	9	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042;g_CAJBNH01
g_Unclassified_f_Desulfovibrionaceae	0	0	1	0	0	0	5	0	1	3	0	0	0	5	1	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Unclassified_f_Desulfovibrionaceae
g_UBA8260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_UBA8260;f_UBA8260;g_UBA8260
g_JABIPA01	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	d_Bacteria;p_Margulisbacteria;c_Marinamargulisbacteria;o_JABIPA01;f_JABIPA01;g_JABIPA01
g_CADEGR01	0	0	5	1	1	4	2	0	2	0	0	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Geminicoccales;f_Geminicoccaceae;g_CADEGR01
g_Terribacillus	3	0	0	0	0	0	0	0	0	4	3	1	0	0	5	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Terribacillus
g_Unclassified_f_Bradymonadaceae	0	0	8	0	0	3	0	0	0	0	0	0	0	5	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_Bradymonadales;f_Bradymonadaceae;g_Unclassified_f_Bradymonadaceae
g_SZUA-229	0	0	1	6	3	2	3	0	1	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-229;f_SZUA-229;g_SZUA-229
g_Unclassified_f_GWE2-31-10	0	3	1	0	5	0	5	0	0	0	1	0	0	1	0	d_Bacteria;p_Spirochaetota;c_GWE2-31-10;o_GWE2-31-10;f_GWE2-31-10;g_Unclassified_f_GWE2-31-10
g_PXDC01	0	0	0	9	0	5	2	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_T3Sed10-336;g_PXDC01
g_PWLI01	0	0	2	0	0	8	1	0	4	0	0	0	0	1	0	d_Bacteria;p_Firmicutes D;c_Proteinivoracia;o_UBA4975;f_PWLI01;g_PWLI01
g_Thermobifida	6	1	0	0	0	0	0	0	3	2	1	0	3	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Thermobifida
g_Oceanithermus	0	0	6	0	0	0	0	0	7	0	0	0	0	3	0	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Marinithermaceae;g_Oceanithermus
g_SURF-5	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	d_Bacteria;p_Abyssubacteria;c_SURF-5;o_SURF-5;f_SURF-5;g_SURF-5
g_S5-A14a	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_S5-A14a
g_UBA11740	0	0	5	2	0	4	1	0	0	0	0	0	0	4	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae;g_UBA11740
g_GCA-2721815	0	0	0	2	0	4	2	0	0	0	0	0	0	8	0	d_Bacteria;p_Myxococcota;c_UBA727;o_UBA727;f_GCA-2721815;g_GCA-2721815
g_Amorphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Amorphaceae;g_Amorphus
g_UBA1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_UBA1685
g_SLMP01	0	0	2	4	0	5	3	0	1	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nitriliruptorales;f_Nitriliruptoraceae;g_SLMP01
g_SLSG01	1	0	0	0	0	0	0	2	1	0	0	0	5	0	6	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA7960;g_SLSG01
g_Monaibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Monaibacterium
g_GCA-016699535	0	0	1	1	0	0	5	0	0	0	0	0	0	8	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_GCA-016699535;g_GCA-016699535
g_Dialister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Veillonellales;f_Dialisteraceae;g_Dialister
g_Lapidilactobacillus	0	0	0	0	0	0	0	2	0	0	9	1	3	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lapidilactobacillus
g_Unclassified_o_Bacillales B	0	0	0	0	0	0	0	2	0	0	10	1	1	0	1	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_Unclassified_o_Bacillales B;g_Unclassified_o_Bacillales B
g_HGM11501	0	0	3	2	0	1	0	0	4	0	0	0	0	5	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UMGS1883;f_HGM11501;g_HGM11501
g_UBA11358	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA11358;g_UBA11358
g_VGTK01	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA12015;f_UBA12015;g_VGTK01
g_JAAZBG01	0	0	0	1	0	2	1	0	0	0	0	0	0	2	9	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Chitinispirillaceae;g_JAAZBG01
g_Bacteriovorax	5	3	0	0	2	0	2	0	2	0	0	1	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bacteriovoracia;o_Bacteriovoracales;f_Bacteriovoracaceae;g_Bacteriovorax
g_Leisingera	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Leisingera
g_Sphaerisporangium	6	0	0	0	0	0	0	0	0	0	0	7	1	0	1	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Sphaerisporangium
g_Chrysiogenes	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	d_Bacteria;p_Chrysiogenota;c_Chrysiogenetes;o_Chrysiogenales;f_Chrysiogenaceae;g_Chrysiogenes
g_Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Phascolarctobacterium
g_Inquilinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_DSM-16000;f_Inquilinaceae;g_Inquilinus
g_Haematospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Haematospirillum
g_JAHITE01	0	0	11	2	0	0	2	0	0	0	0	0	0	0	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_B26-G9;f_B26-G9;g_JAHITE01
g_UBA668	0	0	1	5	0	2	2	0	0	0	0	0	0	5	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae;g_UBA668
g_JABABJ01	0	0	3	5	0	7	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Leptospirae;o_Leptospirales;f_JABAAI01;g_JABABJ01
g_JAAUTN01	1	1	0	0	6	0	3	3	1	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Elainellales;f_Elainellaceae;g_JAAUTN01
g_JACPSV01	0	0	0	3	0	7	0	0	0	0	2	0	0	3	0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_2-02-FULL-39-32;f_2-02-FULL-39-32;g_JACPSV01
g_Unclassified_f_Ilumatobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae;g_Unclassified_f_Ilumatobacteraceae
g_Clostridium T	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium T
g_Alg239-R122	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Alg239-R122
g_GCA-2753565	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_UBA8363;g_GCA-2753565
g_JAAYGT01	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JAAYGT01
g_Oleiagrimonas	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Oleiagrimonas
g_Tateyamaria	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Tateyamaria
g_B13-G4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_ETH-SRB1;g_B13-G4
g_CAIUPE01	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_CAIUPE01
g_Wolinella	0	0	1	0	1	0	0	0	0	0	0	0	0	13	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Wolinella
g_UBA1328	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA1151;f_UBA1328;g_UBA1328
g_Nitronauta	0	0	0	0	0	0	1	0	1	0	0	0	0	13	0	d_Bacteria;p_Nitrospinota;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae;g_Nitronauta
g_FEN-1257	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_B-1AR;g_FEN-1257
g_UBA4417	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA4417;g_UBA4417
g_CAITWF01	0	0	0	0	1	11	3	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_Opitutaceae;g_CAITWF01
g_Desulfatibacillum	0	0	5	0	0	5	4	0	0	0	1	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfatibacillaceae;g_Desulfatibacillum
g_Yaniella	0	0	0	0	0	0	0	0	1	4	2	0	8	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Yaniella
g_Desulfovirgula	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Desulfotomaculales;f_Desulfovirgulaceae;g_Desulfovirgula
g_UM-FILTER-40-17	0	3	0	0	6	0	3	0	1	2	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_UM-FILTER-40-17
g_Unclassified_o_Methylococcales	1	1	0	0	2	0	4	0	2	2	1	0	0	1	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Unclassified_o_Methylococcales;g_Unclassified_o_Methylococcales
g_Ruminococcus	0	0	0	5	0	9	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus
g_JAFGRB01	0	0	0	0	0	7	4	0	1	0	0	0	0	3	0	d_Bacteria;p_Myxococcota;c_B64-G9;o_B64-G9;f_B64-G9;g_JAFGRB01
g_SLSH01	0	0	0	0	0	5	0	0	2	0	0	0	0	8	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_ML635J-15;g_SLSH01
g_MED660	0	0	3	0	1	11	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_UBA4427;g_MED660
g_Mitsuaria	0	0	0	0	0	0	5	0	0	0	0	8	0	1	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Mitsuaria
g_Allofustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Allofustis
g_Homoserinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Homoserinimonas
g_Bacillus D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-18226;g_Bacillus D
g_NaphS2	0	0	0	1	1	2	2	0	0	0	0	0	0	8	0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_Desulfatiglandaceae;g_NaphS2
g_Sporanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Sporanaerobacteraceae;g_Sporanaerobacter
g_Archangium A	0	0	0	0	0	0	8	0	4	0	0	0	0	2	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Archangium A
g_Merdisoma	0	0	0	0	0	0	0	10	0	0	1	0	2	0	1	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Merdisoma
g_Kingella B	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Neisseriaceae;g_Kingella B
g_UBA1672	0	0	1	0	1	3	2	0	6	0	0	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae;g_UBA1672
g_B22-G1	1	0	0	0	1	0	0	0	7	0	0	0	0	5	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_GN15;f_FEB-12;g_B22-G1
g_DUTS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Firmicutes B;c_Peptococcia;o_DRI-13;f_DTU073;g_DUTS01
g_CAJPNN01	0	0	0	0	0	0	0	0	0	0	0	3	1	0	10	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_CAJPNN01
g_Catenulispora	9	3	0	0	1	0	0	0	0	0	0	0	0	0	1	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Catenulisporaceae;g_Catenulispora
g_Niastella	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Niastella
g_Halioglobus A	1	1	0	0	0	0	0	0	0	11	0	0	0	0	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halieaceae;g_Halioglobus A
g_Brucella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Brucella
g_Promicromonospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Promicromonospora
g_Thiopseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Thiopseudomonas
g_Phormidium B	0	0	2	3	2	7	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Phormidiaceae A;g_Phormidium B
g_CAADGU01	0	0	5	6	0	0	1	0	2	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales;f_Promineofilaceae;g_CAADGU01
g_UBA7317	0	0	2	0	0	1	2	0	1	0	0	0	0	8	0	d_Bacteria;p_Bdellovibrionota;c_Bacteriovoracia;o_Bacteriovoracales;f_Bacteriovoracaceae;g_UBA7317
g_MWCZ01	0	0	1	10	1	0	1	0	0	0	0	1	0	0	0	d_Bacteria;p_Latescibacterota;c_MWCZ01;o_MWCZ01;f_MWCZ01;g_MWCZ01
g_Magnetococcus	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_Magnetococcaceae;g_Magnetococcus
g_Rufibacter	0	0	11	0	2	0	0	0	0	0	0	0	0	1	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae;g_Rufibacter
g_RUG740	1	0	1	3	0	7	1	0	1	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_RUG740
g_Unclassified_f_Polyangiaceae	2	1	0	0	6	0	4	0	0	0	0	0	1	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_Unclassified_f_Polyangiaceae
g_Coprocola	0	0	0	0	0	0	0	0	0	0	9	1	2	1	1	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Anaerotignaceae;g_Coprocola
g_RUG191	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RUG191
g_Rhodosalinus	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Rhodosalinus
g_JAFEEF01	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JAFEEF01
g_Anthocerotibacter	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Gloeobacterales;f_LV9;g_Anthocerotibacter
g_Tsuneonella	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Tsuneonella
g_UBA5972	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_UBA5972
g_Tamlana B	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Tamlana B
g_JAFAMB01	0	0	0	0	1	1	0	0	0	0	0	0	0	12	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_JAFAMB01;g_JAFAMB01
g_Unclassified_f_SZUA-254	3	1	1	0	2	0	2	0	0	0	0	0	3	2	0	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_SZUA-254;g_Unclassified_f_SZUA-254
g_Zth2	0	0	0	1	0	9	0	0	1	0	0	0	0	3	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_Victivallaceae;g_Zth2
g_Unclassified_f_UBA953	2	0	1	0	0	0	0	4	2	2	0	1	0	2	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_UBA953;g_Unclassified_f_UBA953
g_SKPS01	3	2	0	0	4	0	1	1	0	0	0	0	0	1	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_PWNQ01;g_SKPS01
g_JACRNF01	0	0	2	0	5	0	1	0	0	0	1	5	0	0	0	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_SM23-39;g_JACRNF01
g_CF-154	0	0	7	0	0	6	0	0	0	0	0	0	0	1	0	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_CF-154
g_M3003	0	0	1	0	0	0	8	0	0	0	0	0	0	5	0	d_Bacteria;p_Myxococcota;c_UBA6777;o_UBA6777;f_UBA6777;g_M3003
g_Unclassified_f_Ga0077539	4	0	0	0	0	0	9	0	1	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Ga0077539;g_Unclassified_f_Ga0077539
g_GCA-2730975	0	1	0	0	4	0	5	0	0	0	0	2	0	1	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_MB11C04;g_GCA-2730975
g_Desulfoprunum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfocapsaceae;g_Desulfoprunum
g_Filimonas	0	0	0	0	1	0	0	1	0	1	2	3	0	1	4	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Filimonas
g_RGIG8367	0	0	2	0	1	0	10	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_RGIG8367
g_TCS55	1	1	3	0	4	0	2	1	0	0	0	1	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_Marinisomatales;f_TCS55;g_TCS55
g_JABFRY01	0	0	2	0	2	0	5	1	0	0	0	0	0	2	1	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999;g_JABFRY01
g_GCA-2709565	0	0	3	0	2	0	8	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA1113;f_UBA1113;g_GCA-2709565
g_JAAYHV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_JAAYHV01
g_GWC2-70-10	0	0	0	0	0	1	4	0	8	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_P2-11E;f_P2-11E;g_GWC2-70-10
g_UBA4096	5	4	0	0	2	0	0	0	2	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bacteriovoracia;o_Bacteriovoracales;f_Bacteriovoracaceae;g_UBA4096
g_Unclassified_c_Kiritimatiellae	2	2	1	0	1	1	0	2	4	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_Unclassified_c_Kiritimatiellae;f_Unclassified_c_Kiritimatiellae;g_Unclassified_c_Kiritimatiellae
g_CADCTP01	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_CADCTP01;g_CADCTP01
g_UBA8592	1	2	2	0	6	0	1	0	1	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8592;g_UBA8592
g_UMGS1783	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_UMGS1783;g_UMGS1783
g_Formivibrio	1	2	0	0	3	0	0	0	0	7	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Chitinibacteraceae;g_Formivibrio
g_Plantactinospora	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Plantactinospora
g_UBA6918	4	0	0	0	1	0	0	0	2	3	0	1	2	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Thiobacillaceae;g_UBA6918
g_SKOX01	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_SKOX01
g_Actinomadura C	11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Actinomadura C
g_HCHbin5	3	5	0	0	3	0	2	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_Magnetaquicoccaceae;g_HCHbin5
g_Gemmiger A	2	6	1	0	0	0	2	0	0	1	0	0	1	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Gemmiger A
g_Aureibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_DSM-28697;g_Aureibacillus
g_Rhodothermus	0	0	7	0	4	0	1	0	0	0	0	0	0	1	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Rhodothermales;f_Rhodothermaceae;g_Rhodothermus
g_Herbidospora	0	0	0	0	0	9	0	0	3	0	0	0	0	1	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Herbidospora
g_JABWBR01	0	0	6	1	2	0	4	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JABWBR01
g_Balneola	0	0	1	8	1	0	2	0	1	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Balneolales;f_Balneolaceae;g_Balneola
g_UBA5066	0	0	0	7	0	0	3	0	1	0	0	0	0	2	0	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_UBA5066;f_UBA5066;g_UBA5066
g_Unclassified_o_Nanopelagicales	0	0	0	7	0	1	0	0	0	0	0	0	0	5	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_Unclassified_o_Nanopelagicales;g_Unclassified_o_Nanopelagicales
