KEGG_KO	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K15771	22.3543	0.0000	5.2975	0.0000	0.0000	0.0000	0.0000	135.7296	0.0000	2.2785	257.8115	12.7090	117.0844	0.0000	54.3832	ganP; arabinogalactan oligomer / maltooligosaccharide transport system permease protein
K15772	143.7272	33.8828	0.0000	0.0000	0.0000	0.0000	6.7622	81.8248	49.2636	35.3447	110.8344	17.1261	54.1660	11.1411	74.1671	ganQ; arabinogalactan oligomer / maltooligosaccharide transport system permease protein
K15777	310.4281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.9199	0.0000	0.0000	1.1522	68.0486	50.2460	0.0000	37.6315	DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]
K15778	26.9205	0.0000	0.0000	7.9328	441.2594	0.0000	0.0000	0.8201	0.0000	0.0000	0.3401	81.0482	14.0401	242.8679	187.7735	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
K15783	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.6540	doeA; ectoine hydrolase [EC:3.5.4.44]
K15784	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6517	0.0000	0.0000	11.9832	doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]
K15785	2.3376	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.1595	0.0000	0.0000	59.0354	doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]
K15786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2934	0.0000	0.0000	56.9065	doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]
K15791	14.5228	0.0000	45.6882	0.0000	20.4216	0.0000	0.0000	0.0000	26.7115	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DHKTD1; probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 [EC:1.2.4.2]
K15856	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4280	0.0000	0.0000	20.2269	rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]
K15861	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.6682	0.0000	0.0000	2.6813	fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein
K15864	40.1130	9.9633	0.0000	0.0000	2.2069	0.0000	0.0000	0.0000	1.4433	1.7269	0.0000	116.4269	2.9527	0.0000	6.7065	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]
K15866	230.2040	140.4650	0.0000	0.0000	11.3688	0.0000	14.9998	38.8340	37.4572	217.0135	16.8030	457.9107	103.1308	0.0000	390.0528	paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]
K15868	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	44.3666	2.1941	0.0000	1.6135	baiB; bile acid-coenzyme A ligase [EC:6.2.1.7]
K15876	19.0288	0.0000	9.9774	0.0000	517.3205	9.3981	12.0543	3.7959	0.0000	0.0000	0.0000	5.2773	0.0000	193.5208	9.4111	nrfH; cytochrome c nitrite reductase small subunit
K15894	0.0000	0.0000	20.4809	0.0000	448.5711	0.0000	30.9304	0.0000	0.0000	0.0000	0.4797	23.9252	0.0000	54.6215	0.3753	pseB; UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.115]
K15895	18.9753	0.0000	25.5838	0.0000	324.0033	0.0000	10.3032	1.6222	2.4929	0.0000	1.1985	33.8299	0.0000	268.7879	3.6460	pseC; UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase [EC:2.6.1.92]
K15896	14.8361	0.0000	7.7790	0.0000	570.2317	0.0000	14.0974	5.9190	0.0000	0.0000	1.4577	26.4014	0.0000	218.7769	5.1312	pseH; UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [EC:2.3.1.202]
K15898	19.1233	0.0000	10.0269	0.0000	394.3986	0.0000	0.0000	11.4442	0.0000	3.5071	0.0000	2.2098	0.0000	204.2057	3.0621	pseI, neuB3; pseudaminic acid synthase [EC:2.5.1.97]
K15918	27.8827	12.4541	0.0000	0.0000	0.0000	0.0000	0.0000	2.3481	0.0000	0.0000	0.0000	57.4138	0.0000	0.0000	2.0271	GLYK; D-glycerate 3-kinase [EC:2.7.1.31]
K15923	0.7182	0.0000	7.9078	0.0000	0.0000	0.0000	8.1891	815.3413	0.0000	0.0000	226.5515	6.8735	379.5632	4.3897	2.6402	AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]
K15982	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	82.4023	0.0000	0.0000	0.0000	kshA; 3-ketosteroid 9alpha-monooxygenase subunit A [EC:1.14.13.142]
K15983	3.0684	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	86.3724	0.0000	0.0000	0.5896	kshB; 3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.13.142]
K15986	59.7439	6.1779	5.4520	5.9582	9.7477	0.0000	65.4137	870.0685	11.3525	61.0958	312.6500	96.1042	656.4180	11.2256	31.1228	ppaC; manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]
K16011	9.0641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3432	0.0000	0.0000	0.3371	129.3187	10.7595	0.0000	45.4396	algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
K16012	61.2990	22.8281	0.0000	0.0000	5.3874	0.0000	0.0000	3.2245	14.2117	174.4541	300.1684	145.7784	146.5666	3.1047	338.2471	cydC; ATP-binding cassette, subfamily C, bacterial CydC
K16013	66.9149	25.8412	0.0000	0.0000	0.0000	0.0000	0.0000	9.0024	67.2309	128.1309	251.7733	141.7122	128.4156	0.0000	254.2907	cydD; ATP-binding cassette, subfamily C, bacterial CydD
K16014	35.9417	10.2774	0.0000	0.0000	0.0000	0.0000	0.0000	1.2249	0.0000	22.2673	0.0000	11.4774	3.8509	0.0000	79.5037	cydCD; ATP-binding cassette, subfamily C, bacterial CydCD
K16047	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.4194	0.0000	0.0000	129.8754	0.0000	0.0000	0.7043	hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]
K16048	6.4127	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0366	0.0000	0.0000	0.1232	hsaB; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component [EC:1.5.1.-]
K16049	7.0230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	97.8724	0.0000	0.0000	0.1349	hsaC; 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase [EC:1.13.11.25]
K16050	3.8254	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	59.9414	0.0000	0.0000	0.0000	hsaD; 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase [EC:3.7.1.17]
K16051	5.6539	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.9328	0.0000	0.0000	78.6615	0.0000	0.0000	0.0000	tesI; 3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5]
K16061	0.0000	0.0000	29.5582	0.0000	0.0000	5.5684	0.0000	0.0000	6.9125	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K16066	12.9074	0.0000	6.8224	7.4558	652.5807	0.0000	24.7276	7.7867	0.0000	0.0000	176.9041	33.6651	32.3767	138.9427	13.2039	ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]
K16141	12.4885	96.5528	115.3407	21.4680	203.9626	18.5036	91.8840	0.0000	0.0000	39.4592	0.0000	0.0000	0.0000	38.1018	0.0000	ALB; serum albumin
K16146	40.5678	0.0000	0.0000	0.0000	3.3381	0.0000	0.0000	2.8413	4.3279	168.4219	0.0000	10.8830	17.7075	0.0000	72.8809	pep2; maltokinase [EC:2.7.1.175]
K16147	154.9179	61.8264	0.0000	0.0000	2.1750	0.0000	2.9914	17.4107	25.9494	61.8039	5.2831	17.0966	55.4531	4.8274	131.0403	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]
K16148	230.1146	154.5996	4.3076	0.0000	3.8118	0.0000	10.3690	6.1497	21.0242	176.3010	1.9985	29.9424	76.4192	0.0000	123.0613	glgM; alpha-maltose-1-phosphate synthase [EC:2.4.1.342]
K16163	185.4581	14.1689	0.0000	0.0000	18.0537	0.0000	0.0000	21.1286	101.4310	28.2544	2.0330	11.2163	16.0602	0.0000	67.2909	K16163; maleylpyruvate isomerase [EC:5.2.1.4]
K16164	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0459	4.2093	0.5638	2.0831	0.0000	0.0000	8.9566	K16164; acylpyruvate hydrolase [EC:3.7.1.5]
K16165	13.8543	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	294.9464	21.8343	0.0000	162.2290	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
K16171	9.6968	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9339	317.5788	0.0000	0.0000	28.0551	faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]
K16175	0.0000	0.0000	299.0426	91.0117	62.9014	115.9859	134.1362	0.0000	61.7065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	SCRIB; protein scribble
K16195	0.0000	0.0000	73.5225	133.9144	21.9086	69.2537	207.2638	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	71.3021	0.0000	EIF2AK2; eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1]
K16201	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.5061	0.0000	2.3648	16.0421	0.0000	2.4904	dppC; dipeptide transport system permease protein
K16242	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2957	0.0000	0.0000	4.7533	dmpN, poxD; phenol hydroxylase P3 protein [EC:1.14.13.-]
K16244	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9069	dmpM, poxB; phenol hydroxylase P2 protein
K16245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3850	dmpO, poxE; phenol hydroxylase P4 protein
K16246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9062	dmpP, poxF; phenol hydroxylase P5 protein
K16249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5347	0.0000	0.0000	5.4942	dmpK, poxA; phenol hydroxylase P0 protein
K16269	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.7590	0.0000	0.0000	0.0000	todD, tcbB; cis-1,2-dihydrobenzene-1,2-diol dehydrogenase [EC:1.3.1.19 1.3.1.-]
K16319	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.9844	andAc; anthranilate 1,2-dioxygenase large subunit [EC:1.14.12.1]
K16320	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.2531	andAd; anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]
K16328	103.2488	9.0635	19.5964	0.0000	0.0000	0.0000	35.9931	415.2511	0.0000	0.0000	523.8395	13.2946	302.6041	4.5125	136.8284	psuK; pseudouridine kinase [EC:2.7.1.83]
K16329	6.9546	0.0000	10.8877	0.0000	0.0000	0.0000	19.9547	106.7553	3.2188	7.6524	303.1714	85.4901	126.7911	0.0000	152.4910	psuG; pseudouridylate synthase [EC:4.2.1.70]
K16330	0.0000	0.0000	67.6144	24.6307	20.1481	212.2956	0.0000	0.0000	79.0614	0.0000	0.0000	0.0000	0.0000	21.8575	0.5506	K16330; pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 2.7.1.83]
K16340	2015.9631	6644.1264	553.5311	61.9005	2420.5173	157.5849	3117.9900	132.7079	867.8946	1447.8899	4.6463	9.6688	127.3089	433.6148	8.1179	PHLPP; PH domain and leucine-rich repeat-containing protein phosphatase [EC:3.1.3.16]
K16342	0.0000	0.0000	190.1125	92.3393	18.8836	218.8688	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	61.4570	0.0000	PLA2G4, CPLA2; cytosolic phospholipase A2 [EC:3.1.1.4]
K16343	0.0000	0.0000	154.5472	126.6721	34.5396	157.7053	31.1198	0.0000	60.2373	0.0000	0.0000	0.0000	0.0000	99.9199	0.0000	PLA2G6, IPLA2; calcium-independent phospholipase A2 [EC:3.1.1.4]
K16363	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7498	0.0000	0.0000	0.0000	25.8047	0.0000	0.0000	0.0000	lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K16370	6.6108	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.1670	0.0000	195.9354	56.5297	6.3487	0.0000	0.1270	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]
K16371	27.0744	0.0000	3.9075	0.0000	0.0000	0.0000	37.8231	7.3848	6.9179	5.5181	749.8281	68.4456	246.2784	0.0000	62.7861	gatZ-kbaZ; D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ
K16422	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	114.8152	2.8781	0.0000	44.5227	hmo, nocN; 4-hydroxymandelate oxidase [EC:1.1.3.46]
K16507	3.6652	0.0000	210.4450	328.3887	51.1900	294.6093	197.5787	0.0000	115.4205	0.0000	0.0000	0.0000	3.2394	208.9813	0.0000	DCHS1_2, PCDH16_23; protocadherin-16/23
K16513	0.0000	0.0000	0.0000	0.0000	25.2133	0.0000	0.0000	0.0000	98.9372	0.0000	0.0000	0.0000	0.0000	382.9333	0.0000	NOS1AP, CAPON; carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
K16514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.1872	galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]
K16515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5544	galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]
K16555	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0660	0.0000	0.0000	5.9948	exoO; succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]
K16556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.2480	0.0000	0.0000	4.1291	exoM; succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]
K16557	9.6479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.9054	3.0252	0.0000	4.4491	exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]
K16558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.2072	0.0000	0.0000	3.8253	exoL; succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]
K16563	3.4327	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3800	0.0000	0.0000	1.7149	exoV; succinoglycan biosynthesis protein ExoV
K16564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.9458	3.0343	0.0000	3.9667	exoU; succinoglycan biosynthesis protein ExoU [EC:2.4.-.-]
K16566	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.9443	0.0000	0.0000	4.1903	exoY; exopolysaccharide production protein ExoY
K16619	2.6836	0.0000	4.2212	0.0000	7.5471	0.0000	20.3996	748.3391	0.0000	0.0000	403.8007	14.5126	494.7664	12.2811	6.3939	plc, cpa; phospholipase C / alpha-toxin [EC:3.1.4.3]
K16620	0.0000	0.0000	8.2224	0.0000	0.0000	193.6247	9.9340	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	63.7925	0.0000	-
K16621	6.5367	0.0000	30.8465	27.4947	36.7672	0.0000	34.9772	0.0000	0.0000	0.0000	1.9267	0.9064	0.0000	93.1404	0.0000	BMP7; bone morphogenetic protein 7
K16628	0.0000	0.0000	583.6465	191.3505	26.0877	82.4640	141.0284	0.0000	102.3685	0.0000	0.0000	0.0000	0.0000	254.7091	0.0000	COL7A; collagen, type VII, alpha
K16647	20.2262	78.0363	4.3076	0.0000	0.0000	3.6135	4.6349	35.6957	6.9017	109.9761	2.5912	16.4537	58.1184	0.0000	32.8047	aftC; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]
K16648	95.3075	101.4342	1.3161	0.0000	14.2771	0.0000	1.6039	10.6648	46.8345	326.1740	5.3985	14.1620	50.6662	0.0000	42.3188	aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]
K16649	130.9829	91.7375	0.0000	0.0000	5.0035	0.0000	6.7622	18.2515	41.5088	355.4104	5.6678	40.4742	36.4607	0.0000	41.0371	glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]
K16650	225.8327	146.1570	0.0000	0.0000	4.4663	0.0000	0.0000	13.2280	95.0619	416.6730	2.1275	14.6334	31.7071	2.4190	87.1186	glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]
K16651	36.9336	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	59.4868	0.0000	0.0000	0.0000	0.0000	3.4623	0.0000	16.5188	pduX; L-threonine kinase [EC:2.7.1.177]
K16681	3.0596	0.0000	222.3084	178.3997	80.3959	284.5097	226.9816	0.0000	108.7094	0.0000	0.0000	0.0000	0.0000	222.1423	0.0000	CRB; protein crumbs
K16692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8811	0.0000	0.0000	98.2911	6.5329	54.0118	0.0000	0.0566	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
K16703	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.2581	0.0000	282.2566	6.2015	111.3611	0.0000	0.2022	wcaL, amsK; colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]
K16704	0.0000	0.0000	7.1106	0.0000	0.0000	0.0000	8.5908	0.0000	4.3793	0.0000	466.6109	8.5695	134.3029	20.6876	0.7287	rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]
K16710	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	93.5531	0.0000	0.0000	316.0529	7.3641	99.2498	0.0000	0.1927	wcaK, amsJ; colanic acid/amylovoran biosynthesis protein
K16783	198.3302	16.4313	0.0000	0.0000	0.0000	0.0000	0.0000	6.3181	0.0000	17.3708	0.7629	15.1098	24.3310	0.0000	105.1842	bioN; biotin transport system permease protein
K16784	147.0977	28.2200	0.0000	0.0000	6.2509	0.0000	0.0000	16.4598	17.2106	206.8715	4.5702	52.0106	17.3291	0.0000	203.0742	bioM; biotin transport system ATP-binding protein [EC:3.6.3.-]
K16785	594.1482	145.4082	45.7154	0.0000	73.8970	5.9667	42.8842	935.8800	281.6097	381.7498	495.5049	74.6252	994.3818	30.4028	279.7666	ecfT; energy-coupling factor transport system permease protein
K16786	310.2784	93.3530	9.0200	0.0000	12.0660	0.0000	101.3075	1102.3080	78.4944	436.7908	617.3353	141.7551	652.2373	27.5669	321.8322	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16787	317.6907	93.3530	55.7929	0.0000	27.8097	5.5296	33.0075	542.6887	78.4944	421.0790	449.8162	70.2716	524.1345	44.3097	310.1816	ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16817	0.0000	0.0000	206.5313	150.4711	30.7716	226.9633	83.1747	0.0000	80.4989	0.0000	0.0000	0.0000	0.0000	122.4019	0.0000	PLA2G16; HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
K16823	0.0000	0.0000	33.2141	0.0000	0.0000	31.2857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K16840	106.6081	38.7355	0.0000	0.0000	0.0000	0.0000	0.0000	10.6743	36.1917	23.4992	0.4324	4.3998	11.4796	0.0000	15.9608	hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
K16841	104.2526	0.0000	0.0000	0.0000	0.0000	6.5865	0.0000	5.3205	11.0405	29.9679	2.2391	95.1685	32.4798	0.0000	162.7891	hpxA; allantoin racemase [EC:5.1.99.3]
K16843	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4760	9.6870	0.0000	3.2979	slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]
K16844	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.2059	0.0000	0.0000	4.2997	comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]
K16845	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1947	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]
K16849	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6584	uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]
K16850	2.7385	0.0000	17.2305	0.0000	729.9992	0.0000	26.0217	3.2777	0.0000	0.0000	0.8072	21.8436	7.4978	20.8877	16.1987	uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]
K16856	11.4354	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.3886	0.0000	16.9141	0.0000	0.0000	0.7324	ugl; ureidoglycolate lyase [EC:4.3.2.3]
K16857	0.0000	154.9419	249.0780	429.8086	202.6905	367.3156	229.1047	7.3031	24.9609	13.4281	2.0566	0.0000	0.0000	315.4681	1.0725	-
K16869	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.1165	lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]
K16870	184.8086	223.0332	0.0000	0.0000	0.0000	0.0000	19.6154	11.3280	96.6551	300.8459	0.0000	27.3450	56.6205	5.2031	61.5085	wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]
K16871	4.6702	0.0000	0.0000	0.0000	3.2728	0.0000	0.0000	0.0000	2.1545	2.5610	0.0000	15.8204	11.0043	0.0000	137.8981	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
K16874	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.7881	0.0000	0.0000	17.3934	hmfF; 2,5-furandicarboxylate decarboxylase 1
K16876	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.1650	hmfD; 2-furoate---CoA ligase [EC:6.2.1.31]
K16877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1499	0.0000	0.0000	13.3352	hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]
K16878	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.3348	hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]
K16879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.4314	hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]
K16880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.1603	hmfE; 2-oxoglutaroyl-CoA hydrolase
K16882	0.0000	0.0000	76.9357	49.9301	5.1054	99.9961	59.2600	0.0000	8.6431	0.0000	0.0000	0.0000	8.8408	129.6815	0.0000	PCLO; protein piccolo
K16915	6.3808	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.3563	cbiL; nickel transport protein
K16950	22.3011	0.0000	19.7316	0.0000	0.0000	0.0000	0.0000	520.2020	0.0000	0.0000	315.8408	6.1174	307.9680	4.8476	9.9766	asrA; anaerobic sulfite reductase subunit A
K16951	12.1727	0.0000	6.3584	0.0000	5.7057	0.0000	46.2666	293.5707	0.0000	0.0000	283.4014	4.5012	210.0307	37.0113	16.6738	asrB; anaerobic sulfite reductase subunit B
K16961	12.7531	0.0000	6.4766	0.0000	2.8949	0.0000	51.8127	449.6857	0.0000	0.0000	134.4749	60.8435	309.8523	0.0000	2.7104	yxeM; putative amino-acid transport system substrate-binding protein
K16962	4.8264	0.0000	6.4766	0.0000	2.8949	0.0000	11.7373	449.6857	0.0000	5.2398	118.9358	50.3978	309.8523	0.0000	4.2653	yxeN; putative amino-acid transport system permease protein
K16963	30.1163	0.0000	6.8781	0.0000	6.1237	0.0000	41.5158	661.9658	0.0000	0.0000	181.0239	62.1883	315.4308	0.0000	2.3409	yxeO; putative amino-acid transport system ATP-binding protein [EC:3.6.3.-]
